"","X","state","communityname","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ6","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","LemasPctOfficDrugUn","ViolentCrimesPerPop"
"952","1139"," 6","SanBrunocity"," 6","0.05","0.44","0.08","0.57","1.00","0.34","0.31","0.50","0.29","0.33","0.06","1.00","0.50","0.69","0.22","0.58","0.31","0.21","0.45","0.50","0.45","0.48","0.34","0.25","0.37","0.48","0.02","0.11","0.19","0.26","0.33","0.22","0.63","0.18","0.27","0.30","0.40","0.52","0.55","0.53","0.54","0.53","0.68","0.68","0.82","0.66","0.75","0.66","0.01","0.17","0.06","0.31","0.34","0.42","0.47","0.52","0.50","0.57","0.57","0.47","0.31","0.32","0.27","0.45","0.46","0.44","0.55","0.40","0.62","0.0","0.03","0.88","0.55","0.14","0.22","0.44","0.05","0.23","0.84","0.81","0.78","0.75","0.71","0.85","0.71","0.56","0.74","0.19","0.00","0.00","0.72","0.52","0.57","0.62","0.74","0.02","0.51","0.35","0.00","0.12"
"953","1140","33","Concordcity"," 6","0.04","0.37","0.01","0.98","0.04","0.02","0.33","0.49","0.30","0.42","0.00","0.00","0.35","0.58","0.15","0.61","0.47","0.17","0.49","0.38","0.37","0.36","0.31","0.22","0.31","0.40","0.02","0.17","0.18","0.25","0.45","0.38","0.52","0.30","0.63","0.27","0.54","0.68","0.45","0.60","0.66","0.38","0.61","0.65","0.71","0.51","0.67","0.77","0.01","0.14","0.01","0.17","0.20","0.18","0.20","0.03","0.04","0.03","0.03","0.92","0.03","0.11","0.10","0.32","0.45","0.23","0.47","0.05","0.64","0.0","0.08","0.61","0.41","0.03","0.36","0.50","0.26","0.33","0.26","0.26","0.25","0.43","0.44","0.49","0.45","0.51","0.66","0.64","0.03","0.00","0.08","0.54","0.41","0.50","0.53","0.19","0.05","0.05","0.00","0.06"
"954","1141","42","Columbiaborough"," 6","0.00","0.38","0.08","0.92","0.02","0.04","0.36","0.48","0.30","0.56","0.02","1.00","0.20","0.46","0.00","0.42","0.67","0.42","0.53","0.23","0.22","0.22","0.27","0.11","0.18","0.19","0.01","0.28","0.42","0.68","0.10","0.31","0.50","1.00","0.19","1.00","0.12","0.62","0.42","0.54","0.60","0.44","0.50","0.50","0.37","0.59","0.87","0.78","0.01","0.38","0.00","1.00","0.90","0.73","0.70","0.05","0.03","0.02","0.02","0.95","0.04","0.20","0.17","0.38","0.47","0.27","0.60","0.07","0.46","0.5","0.01","0.81","0.55","0.92","0.72","0.00","0.30","1.00","0.10","0.09","0.08","0.16","0.20","0.22","0.20","0.55","0.43","0.47","0.05","0.00","0.01","0.98","0.61","0.88","0.91","0.00","0.37","0.10","0.00","0.21"
"955","1143"," 6","CathedralCitycity"," 6","0.03","0.49","0.04","0.61","0.22","0.69","0.33","0.49","0.29","0.46","0.05","1.00","0.32","0.40","0.34","0.34","0.53","0.40","0.45","0.31","0.28","0.33","0.23","0.28","0.27","0.25","0.04","0.35","0.49","0.53","0.19","0.38","0.50","0.08","0.20","0.28","0.25","0.59","0.47","0.64","0.64","0.62","0.61","0.57","0.58","0.53","0.47","0.37","0.03","0.40","0.05","0.33","0.48","0.52","0.60","0.58","0.73","0.73","0.77","0.36","0.67","0.68","0.55","0.54","0.42","0.72","0.46","0.62","0.66","0.0","0.23","0.00","0.54","0.05","0.15","0.88","0.19","0.23","0.25","0.26","0.26","0.45","0.54","0.58","0.56","0.74","0.86","0.28","0.00","0.00","0.74","0.33","0.25","0.41","0.54","0.05","0.13","0.16","0.00","0.51"
"956","1145","47","Franklincity"," 6","0.02","0.40","0.35","0.71","0.03","0.01","0.33","0.47","0.25","0.31","0.00","0.00","0.34","0.71","0.43","0.42","0.30","0.22","0.20","0.36","0.38","0.43","0.21","0.24","0.18","0.59","0.01","0.18","0.37","0.39","0.46","0.17","0.70","0.40","0.40","0.35","0.54","0.56","0.29","0.56","0.59","0.43","0.60","0.61","0.73","0.48","0.60","0.65","0.01","0.38","0.00","0.68","0.55","0.51","0.50","0.08","0.05","0.05","0.04","0.96","0.04","0.15","0.15","0.41","0.49","0.35","0.47","0.10","0.57","0.0","0.05","0.56","0.44","0.03","0.15","0.83","0.20","0.13","0.18","0.21","0.24","0.35","0.35","0.38","0.35","0.28","0.53","0.37","0.00","0.00","0.04","0.60","0.31","0.35","0.33","0.07","0.07","0.01","0.00","0.21"
"957","1146","22","Slidellcity"," 6","0.02","0.57","0.21","0.82","0.04","0.04","0.48","0.42","0.27","0.32","0.04","1.00","0.38","0.64","0.18","0.50","0.42","0.20","0.49","0.36","0.28","0.30","0.16","0.15","0.26","0.42","0.02","0.26","0.23","0.32","0.37","0.32","0.47","0.26","0.44","0.21","0.55","0.36","0.31","0.45","0.42","0.56","0.71","0.71","0.78","0.62","0.42","0.47","0.01","0.16","0.00","0.23","0.26","0.38","0.40","0.04","0.04","0.05","0.05","0.93","0.01","0.23","0.25","0.60","0.58","0.59","0.71","0.10","0.19","0.5","0.04","0.66","0.72","0.63","0.65","0.67","0.17","0.07","0.13","0.12","0.12","0.26","0.28","0.31","0.33","0.45","0.32","0.26","0.00","0.00","0.06","0.56","0.65","0.63","0.65","0.02","0.22","0.04","0.00","0.39"
"958","1147"," 6","Cudahycity"," 6","0.02","1.00","0.02","0.00","0.11","1.00","0.63","0.76","0.53","0.09","0.04","1.00","0.18","0.64","0.21","0.02","0.19","0.95","0.11","0.12","0.02","0.06","0.17","0.11","0.20","0.20","0.06","0.73","1.00","1.00","0.02","0.69","0.40","0.88","0.01","1.00","0.00","0.36","0.71","0.56","0.48","1.00","0.47","0.42","0.47","0.50","0.03","0.00","0.05","0.96","0.08","0.42","0.57","0.62","0.70","1.00","1.00","1.00","1.00","0.00","1.00","1.00","1.00","1.00","0.96","1.00","0.00","1.00","0.99","0.0","0.01","0.91","0.00","0.20","0.14","0.52","0.46","0.80","0.36","0.38","0.40","0.54","0.53","0.57","0.50","0.78","0.68","0.39","0.00","0.00","1.00","0.30","0.35","0.74","0.60","0.00","1.00","0.50","0.00","0.66"
"959","1148","23","Sacocity"," 6","0.01","0.38","0.01","0.99","0.04","0.01","0.37","0.48","0.29","0.43","0.00","0.00","0.35","0.61","0.33","0.55","0.48","0.26","0.42","0.35","0.32","0.30","0.05","0.00","0.51","0.67","0.01","0.15","0.31","0.32","0.32","0.36","0.57","0.49","0.47","0.42","0.40","0.42","0.36","0.44","0.45","0.41","0.70","0.73","0.76","0.75","0.70","0.75","0.00","0.09","0.00","0.22","0.19","0.18","0.15","0.05","0.03","0.03","0.02","0.71","0.07","0.11","0.11","0.41","0.49","0.30","0.60","0.05","0.54","0.5","0.04","0.48","0.56","0.30","0.92","0.40","0.18","0.60","0.26","0.26","0.26","0.36","0.38","0.42","0.39","0.44","0.56","0.63","0.00","0.00","0.08","0.74","0.59","0.68","0.70","0.11","0.03","0.05","0.00","0.03"
"960","1149"," 9","Orangetown"," 6","0.00","0.57","0.02","0.95","0.14","0.02","0.34","0.30","0.20","0.56","0.02","1.00","0.83","0.59","0.26","0.87","0.61","0.07","0.68","0.77","0.75","0.73","0.47","0.00","0.48","0.67","0.00","0.05","0.14","0.17","0.70","0.14","0.56","0.34","0.64","0.16","0.81","0.12","0.30","0.10","0.11","0.50","0.97","0.95","0.98","0.85","0.35","0.48","0.00","0.01","0.01","0.06","0.12","0.14","0.17","0.03","0.05","0.06","0.06","0.83","0.05","0.14","0.17","0.62","0.58","0.62","0.97","0.01","0.05","0.5","0.00","0.92","0.97","0.37","0.64","0.42","0.01","0.05","0.71","0.69","0.65","0.66","0.74","1.00","0.77","0.18","0.49","0.46","0.00","0.00","0.21","0.70","0.96","0.92","0.88","0.05","0.06","0.09","0.00","0.06"
"961","1150","13","Moultriecity"," 6","0.01","0.47","0.88","0.30","0.01","0.03","0.47","0.46","0.31","0.56","0.00","0.00","0.08","0.32","0.34","0.23","0.64","1.00","0.43","0.09","0.15","0.30","0.11","0.12","0.13","0.16","0.04","0.92","0.81","0.81","0.20","0.50","0.28","0.62","0.43","0.73","0.32","0.62","0.48","0.77","0.75","0.53","0.11","0.09","0.02","0.04","0.49","0.47","0.02","0.60","0.00","0.11","0.65","0.62","0.52","0.01","0.04","0.03","0.03","0.96","0.02","0.39","0.34","0.46","0.41","0.55","0.38","0.28","0.50","0.5","0.03","0.62","0.42","0.30","0.59","0.50","1.00","0.94","0.05","0.04","0.06","0.00","0.05","0.08","0.10","0.67","0.43","0.60","0.01","0.00","0.02","0.87","0.54","0.73","0.79","0.04","0.09","0.02","0.00","0.53"
"962","1151","13","Roswellcity"," 6","0.06","0.43","0.09","0.88","0.11","0.05","0.39","0.46","0.28","0.19","0.08","1.00","0.67","0.83","0.21","0.61","0.16","0.07","0.24","0.70","0.65","0.66","0.39","0.47","0.36","0.48","0.01","0.07","0.09","0.10","0.75","0.10","0.79","0.25","0.27","0.12","0.66","0.40","0.34","0.50","0.47","0.45","0.80","0.83","0.88","0.77","0.42","0.49","0.01","0.07","0.02","0.54","0.58","0.64","0.65","0.24","0.23","0.22","0.21","0.89","0.09","0.13","0.14","0.47","0.55","0.30","0.67","0.05","0.34","0.5","0.11","0.56","0.62","0.01","0.48","0.88","0.07","0.07","0.33","0.35","0.39","0.52","0.46","0.51","0.49","0.38","0.59","0.33","0.00","0.00","0.18","0.25","0.34","0.17","0.10","0.09","0.12","0.11","0.00","0.08"
"963","1152","25","NewBedfordcity"," 6","0.14","0.40","0.08","0.81","0.02","0.12","0.40","0.48","0.32","0.57","0.16","1.00","0.18","0.32","0.12","0.36","0.65","0.84","0.53","0.21","0.20","0.20","0.23","0.14","0.18","0.18","0.15","0.44","1.00","0.90","0.14","0.84","0.29","0.65","0.34","0.78","0.21","0.49","0.48","0.55","0.55","0.47","0.39","0.44","0.39","0.44","0.46","0.46","0.09","0.42","0.14","0.17","0.22","0.26","0.29","0.26","0.28","0.30","0.31","0.31","0.67","0.23","0.21","0.41","0.50","0.39","0.31","0.13","0.53","0.5","0.16","0.72","0.30","0.64","0.54","0.00","0.23","0.30","0.27","0.27","0.25","0.14","0.23","0.29","0.26","0.54","0.52","0.61","0.05","0.03","0.62","0.70","0.70","0.90","0.81","0.06","0.41","0.19","0.61","0.59"
"964","1153","47","EastRidgecity"," 6","0.02","0.27","0.01","0.98","0.07","0.01","0.34","0.44","0.28","0.58","0.03","1.00","0.25","0.56","0.16","0.43","0.54","0.10","0.52","0.25","0.30","0.29","0.42","0.16","0.33","0.19","0.01","0.19","0.30","0.41","0.24","0.26","0.53","0.40","0.32","0.38","0.37","0.58","0.24","0.64","0.64","0.28","0.61","0.62","0.80","0.54","0.55","0.68","0.00","0.05","0.00","0.10","0.07","0.26","0.51","0.01","0.01","0.03","0.05","0.95","0.03","0.07","0.07","0.29","0.31","0.28","0.55","0.05","0.55","0.0","0.03","0.80","0.54","0.09","0.28","0.42","0.14","0.16","0.10","0.09","0.08","0.29","0.26","0.26","0.29","0.28","0.25","0.26","0.00","0.00","0.05","0.61","0.55","0.74","0.59","0.02","0.21","0.00","0.00","0.12"
"965","1154","42","Johnstowncity"," 6","0.03","0.22","0.17","0.86","0.01","0.02","0.35","0.36","0.25","0.81","0.04","1.00","0.05","0.00","0.14","0.34","0.84","0.79","0.89","0.10","0.11","0.11","0.14","0.02","0.27","0.15","0.07","0.72","0.50","0.63","0.10","1.00","0.03","0.36","0.53","0.58","0.21","0.53","0.47","0.49","0.54","0.36","0.35","0.39","0.33","0.54","0.17","0.18","0.03","0.41","0.00","0.03","0.07","0.13","0.11","0.00","0.01","0.01","0.01","0.90","0.04","0.18","0.14","0.24","0.30","0.25","0.36","0.05","0.57","0.0","0.11","0.38","0.35","0.07","0.68","0.00","0.54","0.63","0.01","0.00","0.00","0.03","0.06","0.05","0.06","0.49","0.20","0.49","0.03","0.00","0.04","0.97","0.79","0.93","0.91","0.01","0.40","0.26","0.00","0.29"
"966","1155","42","Chestercity"," 6","0.05","0.56","1.00","0.00","0.02","0.07","0.52","0.54","0.41","0.45","0.07","1.00","0.15","0.33","0.13","0.17","0.62","0.97","0.52","0.16","0.13","0.21","0.21","0.11","0.21","0.14","0.09","0.67","0.46","0.67","0.10","0.86","0.25","0.40","0.69","0.53","0.21","0.73","0.81","0.65","0.71","0.67","0.00","0.00","0.12","0.00","0.60","0.54","0.14","1.00","0.01","0.17","0.21","0.33","0.33","0.02","0.03","0.04","0.03","0.87","0.06","0.56","0.48","0.54","0.55","0.53","0.42","0.27","0.42","0.5","0.10","0.50","0.42","1.00","0.77","0.10","0.50","0.41","0.04","0.04","0.04","0.10","0.21","0.26","0.25","0.66","0.40","0.96","0.07","0.00","0.06","0.79","0.70","0.86","0.79","0.01","0.72","0.72","0.00","1.00"
"967","1156","48","LakeJacksoncity"," 6","0.02","0.52","0.06","0.84","0.14","0.20","0.39","0.43","0.23","0.20","0.00","0.00","0.57","0.81","0.14","0.65","0.23","0.06","0.40","0.54","0.47","0.47","0.40","0.16","0.39","0.42","0.01","0.08","0.10","0.14","0.54","0.15","0.67","0.91","0.31","0.25","0.64","0.38","0.21","0.33","0.36","0.53","0.86","0.86","0.91","0.90","0.44","0.38","0.00","0.03","0.01","0.73","0.61","0.57","0.58","0.27","0.20","0.17","0.16","0.81","0.07","0.18","0.19","0.56","0.61","0.46","0.63","0.14","0.33","0.5","0.04","0.62","0.60","0.34","0.35","0.67","0.22","0.16","0.14","0.15","0.16","0.30","0.30","0.32","0.30","0.09","0.18","0.19","0.00","0.00","0.15","0.61","0.46","0.62","0.69","0.04","0.14","0.00","0.00","0.03"
"968","1157"," 5","FortSmithcity"," 6","0.10","0.34","0.15","0.79","0.25","0.02","0.40","0.46","0.29","0.48","0.12","1.00","0.20","0.52","0.26","0.38","0.51","0.24","0.34","0.24","0.27","0.28","0.19","0.17","0.21","0.27","0.09","0.36","0.33","0.46","0.26","0.33","0.48","0.65","0.35","0.61","0.35","0.65","0.28","0.62","0.66","0.42","0.62","0.63","0.66","0.67","0.58","0.54","0.03","0.16","0.02","0.37","0.48","0.63","0.84","0.11","0.12","0.15","0.18","0.91","0.09","0.19","0.17","0.35","0.41","0.30","0.53","0.15","0.59","0.0","0.18","0.57","0.50","0.09","0.41","0.52","0.60","0.23","0.07","0.07","0.09","0.14","0.15","0.16","0.15","0.34","0.20","0.35","0.01","0.01","0.12","0.58","0.48","0.60","0.53","0.13","0.13","0.00","0.00","0.29"
"969","1158"," 6","Hemetcity"," 6","0.04","0.14","0.01","0.87","0.07","0.28","0.17","0.23","0.14","1.00","0.06","1.00","0.14","0.00","0.13","0.55","1.00","0.52","1.00","0.18","0.24","0.25","0.22","0.24","0.18","0.26","0.04","0.37","0.39","0.57","0.13","0.66","0.00","0.24","0.40","0.45","0.28","0.56","0.13","0.54","0.58","0.12","0.38","0.40","0.38","0.40","0.22","0.20","0.02","0.21","0.02","0.39","0.48","0.48","0.49","0.27","0.30","0.27","0.25","0.77","0.22","0.15","0.12","0.14","0.04","0.36","0.46","0.22","0.97","0.0","0.12","0.51","0.54","0.05","0.31","0.77","0.21","0.10","0.20","0.19","0.19","0.37","0.38","0.43","0.38","0.78","0.73","0.18","0.03","0.00","0.29","0.28","0.27","0.41","0.65","0.05","0.17","0.02","0.00","0.38"
"970","1160"," 6","Oaklandcity"," 6","0.58","0.40","0.86","0.00","0.91","0.26","0.36","0.48","0.31","0.37","0.59","1.00","0.26","0.41","0.19","0.36","0.39","0.88","0.42","0.26","0.33","0.61","0.29","0.23","0.24","0.30","0.63","0.50","0.41","0.44","0.43","0.63","0.40","0.22","0.58","0.34","0.52","0.73","0.72","0.78","0.79","0.60","0.18","0.23","0.29","0.23","0.36","0.33","0.61","0.84","0.49","0.45","0.53","0.63","0.71","0.62","0.64","0.69","0.72","0.53","0.56","0.58","0.42","0.41","0.48","0.42","0.27","0.56","0.79","0.0","0.54","0.74","0.27","0.80","0.40","0.17","0.29","0.49","0.33","0.45","0.60","0.40","0.44","0.53","0.43","0.74","0.71","0.37","0.25","0.69","0.59","0.43","0.49","0.68","0.69","0.16","0.56","1.00","0.38","1.00"
"971","1161"," 6","Reedleycity"," 6","0.01","0.84","0.01","0.38","0.37","1.00","0.57","0.63","0.46","0.35","0.00","0.00","0.21","0.54","0.77","0.31","0.48","0.71","0.33","0.17","0.12","0.17","0.08","0.06","0.27","0.20","0.03","0.59","1.00","0.82","0.15","1.00","0.35","0.22","0.33","0.45","0.21","0.24","0.52","0.37","0.31","0.86","0.59","0.55","0.52","0.58","0.48","0.46","0.02","0.45","0.03","0.59","0.67","0.65","0.64","1.00","1.00","1.00","0.93","0.09","1.00","0.93","0.96","0.88","0.76","0.99","0.42","0.95","0.59","0.0","0.01","0.90","0.48","0.16","0.40","0.65","0.41","0.34","0.16","0.14","0.14","0.26","0.29","0.29","0.30","0.65","0.51","0.12","0.00","0.00","0.85","0.49","0.43","0.67","0.71","0.01","0.34","0.05","0.00","0.30"
"972","1162"," 6","Auburncity"," 6","0.00","0.26","0.01","0.95","0.09","0.08","0.28","0.32","0.19","0.64","0.00","0.00","0.35","0.21","0.44","0.57","0.63","0.48","0.72","0.42","0.45","0.43","0.42","0.31","0.33","0.43","0.01","0.21","0.17","0.24","0.42","0.22","0.39","0.20","0.50","0.19","0.55","0.68","0.25","0.73","0.74","0.29","0.57","0.63","0.77","0.61","0.41","0.60","0.00","0.16","0.00","0.00","0.00","0.00","0.05","0.00","0.00","0.00","0.01","0.90","0.09","0.11","0.10","0.27","0.36","0.22","0.47","0.11","0.58","0.0","0.01","0.86","0.44","0.12","0.11","0.65","0.06","0.36","0.38","0.42","0.47","0.41","0.43","0.51","0.43","0.79","0.63","0.22","0.00","0.00","0.13","0.60","0.35","0.48","0.83","0.02","0.14","0.02","0.00","0.16"
"973","1163"," 6","ArroyoGrandecity"," 6","0.01","0.36","0.01","0.89","0.22","0.17","0.31","0.32","0.18","0.67","0.00","0.00","0.38","0.33","0.46","0.62","0.69","0.33","0.77","0.39","0.39","0.38","0.38","0.23","0.38","0.37","0.01","0.21","0.14","0.26","0.30","0.30","0.40","0.15","0.33","0.24","0.42","0.45","0.23","0.53","0.52","0.37","0.69","0.70","0.71","0.63","0.55","0.58","0.00","0.15","0.01","0.16","0.26","0.31","0.30","0.07","0.10","0.11","0.10","0.84","0.12","0.19","0.18","0.39","0.37","0.45","0.61","0.18","0.47","0.5","0.02","0.79","0.62","0.02","0.36","0.71","0.05","0.22","0.51","0.54","0.59","0.50","0.48","0.59","0.46","0.80","0.84","0.08","0.00","0.00","0.18","0.56","0.45","0.56","0.83","0.01","0.21","0.04","0.00","0.29"
"974","1164","42","Northamptontownship"," 6","0.04","0.72","0.01","0.97","0.09","0.01","0.54","0.48","0.32","0.19","0.05","0.98","0.78","0.85","0.29","0.82","0.25","0.07","0.36","0.72","0.59","0.57","0.46","1.00","0.45","0.52","0.00","0.02","0.09","0.12","0.60","0.11","0.70","0.35","0.45","0.14","0.64","0.07","0.38","0.14","0.11","0.74","0.95","0.95","0.92","0.88","0.31","0.38","0.00","0.04","0.01","0.12","0.10","0.17","0.16","0.05","0.03","0.05","0.04","0.88","0.04","0.32","0.36","0.78","0.79","0.29","0.96","0.01","0.13","1.0","0.02","0.89","0.93","0.04","0.35","0.77","0.00","0.06","0.51","0.51","0.48","0.84","0.84","1.00","0.99","0.82","0.51","0.29","0.00","0.00","0.15","0.77","0.73","0.70","0.75","0.07","0.11","0.20","0.00","0.02"
"975","1165","51","Hamptoncity"," 6","0.20","0.46","0.76","0.36","0.11","0.03","0.47","0.59","0.42","0.30","0.21","1.00","0.31","0.67","0.15","0.39","0.33","0.26","0.65","0.30","0.27","0.32","0.27","0.25","0.27","0.41","0.13","0.28","0.23","0.34","0.30","0.35","0.57","0.42","0.40","0.34","0.37","0.57","0.44","0.55","0.58","0.45","0.55","0.54","0.58","0.55","0.51","0.58","0.09","0.37","0.03","0.27","0.36","0.40","0.43","0.05","0.06","0.06","0.06","0.93","0.04","0.18","0.17","0.45","0.45","0.46","0.50","0.12","0.44","0.5","0.21","0.71","0.50","0.09","0.33","0.56","0.31","0.16","0.17","0.16","0.15","0.31","0.32","0.35","0.34","0.48","0.53","0.43","0.01","0.00","0.08","0.45","0.44","0.41","0.36","0.15","0.22","0.13","0.91","0.19"
"976","1166"," 6","WestSacramentocity"," 6","0.03","0.42","0.05","0.56","0.56","0.45","0.37","0.43","0.26","0.43","0.05","0.99","0.19","0.34","0.40","0.27","0.51","0.94","0.53","0.21","0.22","0.26","0.21","0.17","0.16","0.29","0.05","0.49","0.48","0.59","0.12","0.62","0.32","0.19","0.25","0.58","0.22","0.89","0.42","0.83","0.89","0.54","0.39","0.43","0.49","0.41","0.29","0.22","0.03","0.39","0.03","0.74","0.69","0.66","0.68","0.86","0.70","0.61","0.57","0.57","0.50","0.47","0.39","0.45","0.34","0.60","0.38","0.52","0.69","0.0","0.03","0.81","0.46","0.28","0.35","0.44","0.44","0.82","0.19","0.18","0.19","0.26","0.30","0.33","0.29","0.76","0.45","0.21","0.01","0.00","0.49","0.55","0.49","0.41","0.69","0.06","0.11","0.08","0.00","0.38"
"977","1167"," 1","Sylacaugacity"," 6","0.00","0.36","0.48","0.62","0.01","0.00","0.42","0.42","0.27","0.58","0.00","0.00","0.14","0.27","0.34","0.28","0.69","0.47","0.44","0.19","0.19","0.24","0.15","0.13","0.00","0.43","0.02","0.52","0.48","0.60","0.27","0.27","0.37","0.73","0.40","0.72","0.43","0.44","0.28","0.57","0.54","0.45","0.52","0.49","0.66","0.56","0.55","0.52","0.01","0.20","0.00","0.00","0.00","0.00","0.39","0.00","0.00","0.00","0.01","0.98","0.03","0.24","0.22","0.40","0.42","0.38","0.55","0.17","0.51","0.5","0.02","0.67","0.55","0.19","0.70","0.46","0.62","0.54","0.07","0.08","0.09","0.02","0.05","0.08","0.07","0.53","0.27","0.28","0.00","0.00","0.01","0.88","0.62","0.78","0.82","0.05","0.06","0.00","0.00","0.31"
"978","1168","12","LighthousePointcity"," 6","0.00","0.15","0.00","0.99","0.03","0.04","0.11","0.15","0.09","0.98","0.02","1.00","0.48","0.17","0.09","0.78","0.87","0.10","0.59","0.58","0.81","0.79","0.29","0.00","0.33","0.52","0.00","0.12","0.19","0.24","0.44","0.24","0.31","0.16","0.37","0.12","0.54","0.52","0.16","0.38","0.45","0.13","0.84","0.88","1.00","1.00","0.74","0.34","0.00","0.01","0.01","0.12","0.12","0.22","0.26","0.07","0.07","0.11","0.12","0.83","0.09","0.05","0.05","0.17","0.18","0.09","0.86","0.03","0.59","0.0","0.04","0.42","0.83","0.97","0.34","0.54","0.05","0.00","0.43","0.50","0.70","0.50","0.47","0.56","0.46","0.59","0.72","0.32","0.00","0.00","0.27","0.06","0.64","0.74","0.62","0.00","0.38","0.05","0.00","0.07"
"979","1169","36","Dunkirkcity"," 6","0.01","0.35","0.07","0.81","0.02","0.26","0.39","0.43","0.29","0.64","0.00","0.00","0.15","0.24","0.27","0.53","0.70","0.70","0.75","0.19","0.17","0.18","0.13","0.14","0.15","0.17","0.02","0.49","0.43","0.51","0.15","0.77","0.29","0.61","0.50","0.68","0.19","0.48","0.48","0.49","0.51","0.44","0.42","0.47","0.49","0.43","0.37","0.48","0.01","0.40","0.00","0.16","0.15","0.16","0.22","0.02","0.02","0.02","0.02","0.71","0.19","0.23","0.20","0.38","0.39","0.37","0.59","0.09","0.38","0.5","0.01","0.81","0.58","0.20","0.65","0.00","0.57","0.07","0.06","0.05","0.05","0.15","0.16","0.15","0.16","0.81","0.18","0.58","0.00","0.00","0.06","0.86","0.74","0.86","0.81","0.01","0.26","0.05","0.00","0.11"
"980","1170"," 6","Vallejocity"," 6","0.16","0.58","0.41","0.24","1.00","0.20","0.43","0.50","0.33","0.34","0.17","1.00","0.41","0.59","0.19","0.37","0.38","0.52","0.71","0.40","0.31","0.37","0.32","0.20","0.29","0.39","0.08","0.21","0.23","0.32","0.30","0.41","0.52","0.29","0.40","0.33","0.35","0.56","0.45","0.59","0.59","0.63","0.57","0.56","0.62","0.54","0.56","0.58","0.06","0.28","0.13","0.29","0.35","0.45","0.49","0.37","0.39","0.46","0.45","0.57","0.16","0.50","0.47","0.60","0.62","0.56","0.54","0.42","0.51","0.5","0.13","0.76","0.54","0.15","0.31","0.54","0.18","0.13","0.32","0.34","0.36","0.43","0.47","0.55","0.48","0.59","0.72","0.28","0.03","0.02","0.54","0.44","0.39","0.39","0.62","0.09","0.30","0.21","1.00","0.60"
"981","1171","29","Kennettcity"," 6","0.00","0.35","0.21","0.83","0.03","0.01","0.45","0.44","0.27","0.56","0.00","0.00","0.06","0.19","0.84","0.26","0.72","1.00","0.37","0.11","0.15","0.16","0.09","0.23","0.83","1.00","0.03","0.84","0.83","0.81","0.16","0.62","0.24","0.43","0.52","0.58","0.35","0.58","0.24","0.59","0.61","0.41","0.48","0.44","0.55","0.46","0.27","0.33","0.01","0.29","0.00","0.00","0.23","0.58","0.49","0.00","0.01","0.01","0.01","0.98","0.02","0.20","0.18","0.37","0.33","0.44","0.50","0.16","0.56","0.0","0.01","0.78","0.53","0.45","0.53","0.54","0.73","0.38","0.03","0.03","0.05","0.00","0.04","0.03","0.04","0.58","0.13","0.29","0.00","0.00","0.00","0.67","0.60","0.77","0.75","0.02","0.14","0.02","0.00","0.54"
"982","1172"," 6","SouthGatecity"," 6","0.12","1.00","0.03","0.11","0.10","1.00","0.62","0.69","0.49","0.21","0.14","1.00","0.26","0.62","0.24","0.17","0.35","0.59","0.30","0.22","0.11","0.15","0.25","0.15","0.24","0.26","0.14","0.46","1.00","1.00","0.06","0.74","0.42","0.85","0.08","0.99","0.07","0.30","0.65","0.46","0.40","1.00","0.58","0.54","0.57","0.62","0.29","0.15","0.11","0.60","0.28","0.37","0.43","0.47","0.55","1.00","1.00","1.00","1.00","0.00","1.00","1.00","1.00","1.00","1.00","1.00","0.34","1.00","0.91","0.0","0.03","0.94","0.36","0.09","0.20","0.25","0.29","0.45","0.42","0.41","0.37","0.49","0.47","0.53","0.44","0.70","0.89","0.21","0.01","0.00","1.00","0.35","0.45","0.82","0.69","0.02","0.98","0.45","0.00","0.45"
